"ItemCode","Penetration","Order","PEN"
"352775",15575,2075594,0.00750387599887069
"106668",15413,2075594,0.0074258260526866
"314760",14924,2075594,0.00719023084476058
"106667",13729,2075594,0.00661449204420518
"352774",12021,2075594,0.00579159508073352
"351089",10341,2075594,0.00498218823141713
"256923",10113,2075594,0.0048723401590099
"153500",9229,2075594,0.00444643798353628
"222962",9226,2075594,0.0044449926141625
"274518",8977,2075594,0.00432502695613882
"301105",8267,2075594,0.00398295620434439
"255690",7384,2075594,0.00355753581866203
"301106",7113,2075594,0.00342697078523064
"301104",7012,2075594,0.0033783100163134
"222961",6478,2075594,0.00312103426778069
"336567",6097,2075594,0.00293747235731073
"255691",6083,2075594,0.00293072730023309
"234284",5998,2075594,0.00288977516797601
"332974",5837,2075594,0.00281220701158319
"332975",5680,2075594,0.00273656601435541
"351068",5649,2075594,0.00272163053082636
"349560",5581,2075594,0.00268886882502069
"48674",5468,2075594,0.00263442657860834
"202316",5388,2075594,0.00259588339530756
"171722",5361,2075594,0.00258287507094355
"336566",5325,2075594,0.0025655306384582
"171721",5088,2075594,0.00245134645792963
"108692",5084,2075594,0.00244941929876459
"367066",4912,2075594,0.00236655145466792
"233231",4821,2075594,0.00232270858366328
"234283",4772,2075594,0.00229910088389155
"312284",4637,2075594,0.00223405926207148
"202043",4592,2075594,0.0022123787214648
"349559",4513,2075594,0.00217431732795527
"294036",4029,2075594,0.00194113106898555
"212397",3911,2075594,0.0018842798736169
"260352",3788,2075594,0.00182501972929195
"138699",3740,2075594,0.00180189381931148
"325965",3625,2075594,0.00174648799331661
"349558",3540,2075594,0.00170553586105953
"260354",3407,2075594,0.00164145781882199
"48676",3394,2075594,0.00163519455153561
"71478",3380,2075594,0.00162844949445797
"353834",3217,2075594,0.00154991775848263
"244921",3178,2075594,0.0015311279566235
"376190",3173,2075594,0.0015287190076672
"304609",3118,2075594,0.00150222056914792
"294038",3096,2075594,0.0014916211937402
"376191",3063,2075594,0.00147572213062863
"349562",3061,2075594,0.00147475855104611
"260353",2974,2075594,0.00143284283920651
"324070",2880,2075594,0.00138755459882809
"225802",2865,2075594,0.0013803277519592
"367067",2847,2075594,0.00137165553571652
"376189",2838,2075594,0.00136731942759518
"71479",2797,2075594,0.00134756604615353
"212073",2674,2075594,0.00128830590182858
"312281",2655,2075594,0.00127915189579465
"326491",2597,2075594,0.00125120808790158
"312280",2591,2075594,0.00124831734915403
"225801",2581,2075594,0.00124349945124143
"376192",2575,2075594,0.00124060871249387
"376193",2499,2075594,0.00120399268835813
"376188",2453,2075594,0.00118183035796018
"106813",2397,2075594,0.00115485012964963
"49094",2347,2075594,0.00113076064008665
"138701",2332,2075594,0.00112353379321775
"324071",2307,2075594,0.00111148904843625
"335394",2298,2075594,0.00110715294031492
"286736",2296,2075594,0.0011061893607324
"12549",2251,2075594,0.00108450882012571
"301108",2248,2075594,0.00108306345075193
"71481",2240,2075594,0.00107920913242185
"151217",2168,2075594,0.00104452026745115
"49092",2134,2075594,0.00102813941454832
"260350",2116,2075594,0.00101946719830564
"200618",2107,2075594,0.0010151310901843
"71477",2073,2075594,0.000998750237281472
"236059",1974,2075594,0.000951053047946756
"200619",1962,2075594,0.000945271570451639
"200622",1949,2075594,0.000939008303165263
"270061",1931,2075594,0.000930336086922587
"270060",1853,2075594,0.000892756483204326
"189119",1775,2075594,0.000855176879486065
"204889",1755,2075594,0.00084554108366087
"350357",1737,2075594,0.000836868867418195
"286735",1713,2075594,0.00082530591242796
"204888",1698,2075594,0.000818079065559064
"283215",1686,2075594,0.000812297588063947
"260349",1677,2075594,0.000807961479942609
"325964",1674,2075594,0.00080651611056883
"49095",1671,2075594,0.000805070741195051
"350358",1655,2075594,0.000797362104534895
"312288",1652,2075594,0.000795916735161115
"120764",1626,2075594,0.000783390200588362
"305693",1621,2075594,0.000780981251632063
"348230",1613,2075594,0.000777126933301985
"71482",1499,2075594,0.000722202897098373
"370245",1459,2075594,0.000702931305447983
"316274",1372,2075594,0.000661015593608384
"338326",1370,2075594,0.000660052014025864
"370244",1322,2075594,0.000636926104045396
"349186",1319,2075594,0.000635480734671617
"379422",1294,2075594,0.000623435989890123
"360918",1292,2075594,0.000622472410307604
"385162",1288,2075594,0.000620545251142564
"370248",1256,2075594,0.000605127977822252
"348234",1255,2075594,0.000604646188030993
"276245",1235,2075594,0.000595010392205797
"294040",1227,2075594,0.000591156073875719
"312287",1225,2075594,0.0005901924942932
"335406",1203,2075594,0.000579593118885485
"173404",1195,2075594,0.000575738800555407
"283216",1188,2075594,0.000572366272016589
"164323",1176,2075594,0.000566584794521472
"325966",1155,2075594,0.000556467208905017
"112272",1119,2075594,0.000539122776419666
"244275",1094,2075594,0.000527078031638172
"49096",1093,2075594,0.000526596241846912
"48677",1084,2075594,0.000522260133725574
"212072",1060,2075594,0.00051069717873534
"12548",1031,2075594,0.000496725274788807
"362753",1026,2075594,0.000494316325832509
"370246",1017,2075594,0.000489980217711171
"225806",1012,2075594,0.000487571268754872
"349187",999,2075594,0.000481308001468495
"173406",998,2075594,0.000480826211677236
"106669",938,2075594,0.00045191882420165
"248662",910,2075594,0.000438428710046377
"304303",894,2075594,0.000430720073386221
"141611",884,2075594,0.000425902175473623
"299379",872,2075594,0.000420120697978506
"359361",860,2075594,0.000414339220483389
"276244",855,2075594,0.000411930271527091
"370247",849,2075594,0.000409039532779532
"312289",833,2075594,0.000401330896119376
"248653",833,2075594,0.000401330896119376
"324076",828,2075594,0.000398921947163077
"204890",816,2075594,0.00039314046966796
"325574",805,2075594,0.000387840781964103
"217709",803,2075594,0.000386877202381583
"249566",798,2075594,0.000384468253425285
"301107",790,2075594,0.000380613935095206
"350355",779,2075594,0.000375314247391349
"335393",772,2075594,0.000371941718852531
"297969",765,2075594,0.000368569190313713
"228771",711,2075594,0.000342552541585686
"360321",704,2075594,0.000339180013046868
"48680",698,2075594,0.000336289274299309
"200621",694,2075594,0.00033436211513427
"250706",694,2075594,0.00033436211513427
"225804",693,2075594,0.00033388032534301
"294041",678,2075594,0.000326653478474114
"379423",672,2075594,0.000323762739726555
"362754",670,2075594,0.000322799160144036
"350359",664,2075594,0.000319908421396477
"304610",654,2075594,0.00031509052348388
"212074",652,2075594,0.00031412694390136
"249565",651,2075594,0.000313645154110101
"48675",625,2075594,0.000301118619537347
"312283",623,2075594,0.000300155039954827
"235797",610,2075594,0.000293891772668451
"350356",596,2075594,0.000287146715590814
"349185",579,2075594,0.000278956289139398
"234285",576,2075594,0.000277510919765619
"244920",555,2075594,0.000267393334149164
"283212",550,2075594,0.000264984385192865
"369038",539,2075594,0.000259684697489008
"276246",532,2075594,0.00025631216895019
"338327",495,2075594,0.000238485946673579
"276255",490,2075594,0.00023607699771728
"336118",484,2075594,0.000233186258969721
"241770",483,2075594,0.000232704469178462
"370249",479,2075594,0.000230777310013423
"49093",476,2075594,0.000229331940639643
"214330",475,2075594,0.000228850150848384
"246431",472,2075594,0.000227404781474604
"172277",466,2075594,0.000224514042727046
"225803",465,2075594,0.000224032252935786
"225809",456,2075594,0.000219696144814448
"299475",456,2075594,0.000219696144814448
"350178",447,2075594,0.00021536003669311
"333881",428,2075594,0.000206206030659175
"286707",420,2075594,0.000202351712329097
"225805",416,2075594,0.000200424553164058
"333879",412,2075594,0.000198497393999019
"172276",395,2075594,0.000190306967547603
"313828",391,2075594,0.000188379808382564
"48678",389,2075594,0.000187416228800045
"375478",373,2075594,0.000179707592139889
"225807",371,2075594,0.000178744012557369
"228772",349,2075594,0.000168144637149654
"214924",340,2075594,0.000163808529028317
"371386",338,2075594,0.000162844949445797
"358017",327,2075594,0.00015754526174194
"225810",327,2075594,0.00015754526174194
"312282",325,2075594,0.00015658168215942
"231653",311,2075594,0.000149836625081784
"277427",311,2075594,0.000149836625081784
"248658",310,2075594,0.000149354835290524
"335407",292,2075594,0.000140682619047848
"335408",292,2075594,0.000140682619047848
"360322",271,2075594,0.000130565033431394
"214943",269,2075594,0.000129601453848874
"222069",256,2075594,0.000123338186562497
"276017",253,2075594,0.000121892817188718
"182617",246,2075594,0.0001185202886499
"71485",228,2075594,0.000109848072407224
"214923",224,2075594,0.000107920913242185
"260356",211,2075594,0.000101657645955808
"123214",210,2075594,0.000101175856164549
"189068",209,2075594,0.000100694066373289
"71484",205,2075594,0.0000987669072082498
"212075",199,2075594,0.0000958761684606913
"333882",198,2075594,0.0000953943786694315
"270131",191,2075594,0.0000920218501306132
"248659",188,2075594,0.0000905764807568339
"270132",185,2075594,0.0000891311113830547
"123215",184,2075594,0.0000886493215917949
"333884",179,2075594,0.0000862403726354962
"260355",178,2075594,0.0000857585828442364
"358016",174,2075594,0.0000838314236791974
"248655",169,2075594,0.0000814224747228986
"385426",166,2075594,0.0000799771053491193
"48683",163,2075594,0.0000785317359753401
"286620",158,2075594,0.0000761227870190413
"189067",155,2075594,0.000074677417645262
"270523",141,2075594,0.0000679323605676255
"287789",141,2075594,0.0000679323605676255
"270515",139,2075594,0.0000669687809851059
"189069",133,2075594,0.0000640780422375474
"248656",125,2075594,0.0000602237239074694
"218133",119,2075594,0.0000573329851599108
"260358",117,2075594,0.0000563694055773913
"225808",115,2075594,0.0000554058259948718
"248661",104,2075594,0.0000501061382910145
"106673",102,2075594,0.000049142558708495
"48685",100,2075594,0.0000481789791259755
"336117",98,2075594,0.000047215399543456
"71483",95,2075594,0.0000457700301696767
"48684",93,2075594,0.0000448064505871572
"270514",86,2075594,0.0000414339220483389
"270524",86,2075594,0.0000414339220483389
"325577",83,2075594,0.0000399885526745597
"260357",80,2075594,0.0000385431833007804
"333883",80,2075594,0.0000385431833007804
"349561",78,2075594,0.0000375796037182609
"385957",78,2075594,0.0000375796037182609
"379255",74,2075594,0.0000356524445532219
"304304",73,2075594,0.0000351706547619621
"85115",66,2075594,0.0000317981262231438
"381076",62,2075594,0.0000298709670581048
"336116",57,2075594,0.000027462018101806
"97475",55,2075594,0.0000264984385192865
"336115",52,2075594,0.0000250530691455073
"48682",51,2075594,0.0000245712793542475
"222636",49,2075594,0.000023607699771728
"174720",46,2075594,0.0000221623303979487
"189070",45,2075594,0.000021680540606689
"270520",41,2075594,0.00001975338144165
"248666",37,2075594,0.0000178262222766109
"286625",34,2075594,0.0000163808529028317
"106821",33,2075594,0.0000158990631115719
"249568",32,2075594,0.0000154172733203122
"286621",28,2075594,0.0000134901141552731
"270519",28,2075594,0.0000134901141552731
"195927",26,2075594,0.0000125265345727536
"71480",25,2075594,0.0000120447447814939
"106672",25,2075594,0.0000120447447814939
"248667",24,2075594,0.0000115629549902341
"286619",18,2075594,0.00000867221624267559
"212071",18,2075594,0.00000867221624267559
"341280",17,2075594,0.00000819042645141584
"225811",17,2075594,0.00000819042645141584
"270516",15,2075594,0.00000722684686889633
"260359",14,2075594,0.00000674505707763657
"248668",13,2075594,0.00000626326728637682
"270517",5,2075594,0.00000240894895629878
"217707",4,2075594,0.00000192715916503902
"222071",4,2075594,0.00000192715916503902
"324075",2,2075594,0.00000096357958251951
"164312",2,2075594,0.00000096357958251951
"97472",2,2075594,0.00000096357958251951
"364652",1,2075594,0.000000481789791259755
"106675",1,2075594,0.000000481789791259755
"341283",1,2075594,0.000000481789791259755
